Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,"Fraud (1 = Yes, 0 = No)"
TXN01863,0.5525015664796388,-1.4683814575745493,5,2,2,0
TXN01864,1.4655727737732616,0.17154255060003373,3,1,0,0
TXN01865,1.1234318491818964,1.299643142210575,4,2,2,0
TXN01866,-1.5907470708996034,-0.8172863630338975,4,0,3,0
TXN01867,1.4690498156898404,0.14786636534401004,2,3,1,0
TXN01868,-0.19123769947659072,1.6889074821552,1,1,0,0
TXN01869,0.09109810414961703,1.1032700762635548,3,2,0,0
TXN01870,0.5427658491132179,1.6116117008781814,5,2,3,0
TXN01871,0.679761300626427,-1.102793302885948,4,2,2,0
TXN01872,1.364738558192473,-1.2727047500174122,3,0,1,1
TXN01873,-0.29033339409908976,-1.4119764279940221,1,2,3,0
TXN01874,-1.6832363858806025,0.28713804332062004,3,3,0,1
TXN01875,-0.03442310903888174,1.5252632605326832,1,0,0,0
TXN01876,0.35848262753453547,-1.077724400850158,3,2,0,0
TXN01877,-1.397075836146158,-1.6243657369083524,2,3,3,0
TXN01878,0.7545177018328737,0.5705559080030215,3,2,0,0
TXN01879,1.2458237246454742,-0.8103227791350669,0,3,1,0
TXN01880,-0.4767028408277195,0.1583117411922558,2,3,0,0
TXN01881,1.7047932576338907,0.12419018008798634,1,2,3,0
TXN01882,0.6651577245767957,0.054554341099681325,4,3,3,0
TXN01883,0.8101503724981363,0.6283536543633146,4,1,0,0
TXN01884,-1.6954060325886287,-0.2671632350262878,3,2,3,0
TXN01885,0.19401854488035286,1.6081299089287662,5,1,2,0
TXN01886,1.7009685115256539,-1.283150125865658,3,3,3,0
TXN01887,0.6279533760694013,0.5796085670715011,2,0,2,0
TXN01888,-0.9888711151397934,0.31220694535640986,2,0,3,0
TXN01889,-0.18636984079338026,-0.0046361220403779374,1,3,3,0
TXN01890,-0.5045191761603508,1.2195619273740241,3,1,3,0
TXN01891,-1.284767382240659,0.28992347688015224,1,2,0,0
TXN01892,0.7200949868587424,0.37279012527623523,5,0,3,0
TXN01893,-0.46140385639477227,-0.7762012180307974,4,1,1,0
TXN01894,0.737480196441637,-0.464232659363191,4,0,0,0
TXN01895,-0.9116807845917416,-1.563782556988527,3,0,2,0
TXN01896,1.086227500674502,-0.0986445046745897,1,3,1,0
TXN01897,1.2708584264448424,-1.129951280091387,1,2,1,0
TXN01898,0.5076477257557709,0.258587349335415,5,1,1,0
TXN01899,0.022948082584670328,-1.4001383353660104,1,1,1,0
TXN01900,1.1286474120567647,-0.01925964822792199,0,2,3,0
TXN01901,0.07718993648330137,-0.3862405196962894,0,1,3,0
TXN01902,1.6293414480441282,0.6151228449555367,2,0,1,0
TXN01903,-1.1067428361118186,0.370004691716703,0,2,0,0
TXN01904,1.6060452672030496,0.4890819763867046,0,0,1,0
TXN01905,0.10778790534919581,-1.673110824200166,2,0,2,0
TXN01906,0.17871956044740564,-0.8702096006650092,0,0,1,0
TXN01907,1.7103565247004169,-1.3353770051068867,0,2,3,0
TXN01908,0.4530581676654819,-1.1675546331450717,2,1,2,0
TXN01909,0.8011100635150311,-1.6097422107208084,3,0,0,1
TXN01910,-1.2798995235574484,-0.5324757815717299,2,2,1,0
TXN01911,0.6564651197853484,-1.6208839449589372,2,2,2,0
TXN01912,1.5486740755794974,0.10469214517126094,0,3,1,0
TXN01913,-0.6550750911482177,-1.033853822287526,4,3,0,1
TXN01914,-0.12691242401988084,-0.0986445046745897,0,3,0,0
TXN01915,-1.7287856349877861,-0.04781034221312704,3,1,2,0
TXN01916,0.2680795377034837,0.1847733600078117,2,1,0,0
TXN01917,1.6936667235008382,1.259254355597358,5,1,2,0
TXN01918,0.4568829137737187,1.150622446775602,2,1,0,0
TXN01919,-0.05771928987996046,1.4403075369669511,3,0,3,0
TXN01920,-1.3591760792554477,0.8713827324324991,1,2,2,0
TXN01921,-0.6105689546160077,1.4020078255233832,0,2,1,0
TXN01922,-1.2743362564909222,-0.8862258436323194,4,3,2,0
TXN01923,0.24965121554561548,-0.010903347549325388,4,2,0,0
TXN01924,0.634907459902559,-1.0867770599186377,0,1,0,1
TXN01925,0.5886628024120595,-1.5136447529169474,0,2,0,0
TXN01926,-0.45132043483669343,-0.6877637025156501,3,0,1,0
TXN01927,0.7809432203988734,-1.4412234803691104,2,0,1,0
TXN01928,-0.5938791534164289,1.301035858990341,5,3,0,0
TXN01929,0.7020143688925321,-0.7246706971794518,2,1,3,0
TXN01930,-1.681497864922313,-1.436348971639929,2,2,2,0
TXN01931,0.01008302749332835,-1.4579360817263036,5,3,0,0
TXN01932,-0.6748942300727175,-1.1800890841629665,4,2,3,0
TXN01933,1.6248212935525757,-1.659880014792388,2,3,1,0
TXN01934,1.6672412049348384,1.0858611165164784,1,3,0,0
TXN01935,-1.5643215523336036,-1.6661472403013355,1,0,2,0
TXN01936,-0.6265633474322707,-0.408523988172547,3,0,2,0
TXN01937,-1.297632437332001,0.7523054477624975,3,0,1,0
TXN01938,-1.5128613319682356,0.5649850408839571,5,3,0,0
TXN01939,1.3463102360346046,-1.7044469517449032,5,0,0,0
TXN01940,-0.7402626181044012,-0.6355368232744213,3,0,0,1
TXN01941,-1.3887309355463684,1.1840476494899885,0,1,3,0
TXN01942,0.9182863761037405,1.2488089797491122,2,2,3,0
TXN01943,0.8157136395646626,-1.4662923824049001,0,2,0,0
TXN01944,1.6540284456518386,1.6882111237653168,4,1,2,0
TXN01945,1.34213778573471,0.6833659671640756,1,1,3,0
TXN01946,1.4530554228735775,0.7571799564916789,5,0,2,0
TXN01947,-1.3494403618890267,0.5211144623213249,3,0,3,0
TXN01948,0.5810133101955859,-0.5526701748783384,1,2,1,0
TXN01949,1.2694676096782107,-0.24766520010956242,0,1,1,0
TXN01950,0.8483978335805044,0.9765328493048396,5,1,1,0
TXN01951,0.012169252643275697,0.03227087262342372,5,0,2,0
TXN01952,-1.4645304493277889,1.2752705985646682,2,2,2,0
TXN01953,-1.2649482433161592,-0.0680047355197355,5,3,0,0
TXN01954,-0.21662010546761679,1.4786072484105188,4,1,0,0
TXN01955,1.6648072755932333,0.9229132532838448,5,2,1,0
TXN01956,0.625519446727796,-1.5282682791044915,4,2,1,0
TXN01957,0.5636281006126913,-1.4460979890982917,0,2,3,0
TXN01958,-0.9151578265083204,-0.3444590163033064,2,1,1,0
TXN01959,0.24965121554561548,-1.7316049289503421,4,3,1,0
TXN01960,-1.300414070865264,-1.6104385691106915,0,0,1,0
TXN01961,-1.3407477570975794,-1.214907003657119,1,3,2,0
TXN01962,1.5302457534216292,1.298250425430809,5,2,2,0
TXN01963,0.6199561796612697,-1.2803646923061258,3,1,1,0
TXN01964,0.04172410893419646,0.9744437741351906,3,1,3,0
TXN01965,0.9951290024601345,0.5440942891874655,4,3,3,0
TXN01966,-1.706880270913339,-0.005332480430260988,2,3,0,0
TXN01967,0.17072236403927415,-1.5324464294437898,4,1,1,0
TXN01968,0.0723220778000909,-1.1752145754337853,0,3,2,0
TXN01969,-0.8723902109343998,0.028092722284125418,0,0,1,0
TXN01970,-1.486088109210578,-1.5714424992772407,4,0,3,0
TXN01971,-1.1046566109618712,-1.45027613943759,4,0,2,0
TXN01972,0.5990939281617963,-1.2511176399310375,1,2,2,0
TXN01973,-0.4408893090869567,-0.9196510463467058,0,3,2,1
TXN01974,0.024338899351301894,1.509247017565373,1,1,0,0
TXN01975,-0.8713470983594261,-0.008814272379676238,4,2,1,0
TXN01976,-0.4767028408277195,-1.4335635380803968,2,1,1,0
TXN01977,-0.2524336372083796,0.03784173974248812,5,3,1,0
TXN01978,0.8400529329807149,-1.049870065254836,0,3,3,0
TXN01979,-1.1286482001862657,0.46679850791044697,3,2,2,0
TXN01980,1.6675889091264964,0.38602093468401316,1,2,2,0
TXN01981,1.1394262419981593,1.7425270781761948,0,0,3,0
TXN01982,1.0424167725256077,0.9988163177810973,5,2,0,0
TXN01983,-0.887689195367347,0.5726449831726707,1,0,3,0
TXN01984,0.8501363545387938,1.6596604297801119,0,2,2,0
TXN01985,1.2350448947040795,1.273181523395019,1,0,0,0
TXN01986,0.09318432929956438,-0.5582410419974028,1,3,0,0
TXN01987,0.10778790534919581,-1.408494636044607,4,1,2,0
TXN01988,-0.7524322648124273,0.08797954381406772,4,3,3,0
TXN01989,1.5448493294712606,-0.797091969727289,1,0,1,0
TXN01990,-0.3849089342300362,-0.04711398382324399,1,3,1,0
TXN01991,1.6359478276856283,1.4047932590829155,3,2,1,0
TXN01992,-0.26773262164132683,1.5538139545178882,5,2,3,0
TXN01993,-1.5020825020268411,-1.0296756719482276,5,1,2,0
TXN01994,-0.5587610300589819,-0.5659009842861163,2,1,3,1
TXN01995,1.469745224073156,0.8407429632776449,2,3,1,0
TXN01996,-1.6599402050395238,1.676373031137305,2,1,1,0
TXN01997,-0.8052833019444269,1.0976992091444904,4,2,1,0
TXN01998,-0.8650884229095841,-0.41618393046126057,4,2,3,0
TXN01999,0.6369936850525064,0.2641582164544794,3,2,3,0
TXN02000,-1.5121659235849199,1.2954649918712766,4,0,1,0
TXN02001,-0.6599429498314282,-0.6989054367537789,2,0,0,0
TXN02002,-0.43880308393700934,0.5914466596995129,0,3,1,0
TXN02003,0.7447819844664527,-0.7476505240455924,1,0,2,0
TXN02004,-1.1481196349191076,1.648518695541983,2,1,3,0
TXN02005,-1.6498567834814448,0.24814197348716927,3,2,0,0
TXN02006,0.8570904383719516,-0.7887356690486924,1,3,0,0
TXN02007,-0.18706524917669604,1.093521058805192,4,0,2,0
TXN02008,0.6220424048112171,1.5113360927350221,1,3,1,1
TXN02009,1.6519422205018912,-0.7650594837926686,0,3,1,0
TXN02010,0.388732892208772,-0.6348404648845383,3,1,1,0
TXN02011,1.2426943869205531,0.8769535995515635,4,1,2,0
TXN02012,-0.9085514468668205,0.7906051592060653,5,1,3,0
TXN02013,-1.6328192780902082,0.009291045757283064,2,3,3,0
TXN02014,-1.6804547523473392,0.45078226494313683,0,3,2,0
TXN02015,-0.32823315098979994,0.2920125520498014,0,1,3,0
TXN02016,0.5451997784548231,0.12140474652845414,2,0,2,0
TXN02017,0.744086576083137,-1.4558470065566544,3,2,2,0
TXN02018,1.7305233678165746,1.3177484603475342,3,1,0,0
TXN02019,-0.029902954547329153,1.021796144647238,0,0,0,0
TXN02020,0.103963159240959,-0.17872571951114047,2,3,3,0
TXN02021,-1.380038330754921,-0.6619984420899773,1,3,0,1
TXN02022,1.646031249243707,-1.5693534241075915,5,0,3,0
TXN02023,-0.7635587989454798,1.6854256902057847,5,0,2,0
TXN02024,-0.436716858787062,-1.088169776698404,3,3,3,0
TXN02025,-0.14082059168619648,1.4061859758626816,3,3,0,0
TXN02026,0.27851066345322045,-1.4419198387589933,1,3,3,1
TXN02027,0.44367015449071884,1.1380879957577072,3,3,0,0
TXN02028,1.6731521761930226,-0.06591566035008635,5,1,2,0
TXN02029,-0.8946432792005049,-1.2740974667971783,2,3,1,0
TXN02030,-1.6136955475490242,0.09285405254324908,0,3,2,0
TXN02031,-0.7524322648124273,1.0169216359180566,5,0,0,0
TXN02032,-0.8640453103346104,-1.421029087062502,1,0,3,0
TXN02033,0.3410974179516409,-1.4697741743543153,2,0,0,0
TXN02034,0.11056953888245895,-0.8632460167661787,2,3,0,0
TXN02035,1.716267495958601,-0.02134872339757114,0,0,1,0
TXN02036,0.9015965749041617,0.3539884487493929,5,3,3,0
TXN02037,-1.1446425930025288,1.3657971892494647,2,3,0,0
TXN02038,-0.5959653785663762,-0.13137334899909306,2,0,2,0
TXN02039,-0.199930304268038,-1.228137813064897,3,2,2,0
TXN02040,1.2072285593714482,-0.7121362461615568,2,1,0,0
TXN02041,-1.230525528342028,0.16597168348096933,1,1,0,0
TXN02042,1.2572979629701846,0.46122764079138256,2,2,0,0
TXN02043,-0.1891514743266434,0.717487528268345,3,2,0,0
TXN02044,0.15785730894793218,1.6819438982563695,4,3,2,0
TXN02045,1.200969883921606,0.6018920355477587,4,0,1,0
TXN02046,-0.30389385757374754,-1.4447052723185256,1,1,0,0
TXN02047,-1.537200625384288,-1.3165753285800443,0,1,3,0
TXN02048,1.3226663510018681,0.4069116863805047,0,2,1,0
TXN02049,0.19714788260527388,1.1729059152518597,1,0,2,0
TXN02050,-1.0970071187453976,-0.6425004071732519,2,1,0,0
TXN02051,0.9207203054453458,-0.9718779255879345,2,1,0,0
TXN02052,1.162722422839238,0.31568873730582514,4,3,0,0
TXN02053,-0.6408192192902442,1.1582823890643157,4,3,0,0
TXN02054,0.9429733737114508,-0.7260634139592178,5,3,3,0
TXN02055,1.1415124671481067,-0.6947272864144806,4,1,0,0
TXN02056,0.9947812982684766,0.12627925525763548,4,1,2,0
TXN02057,0.6050048994199804,-0.7184034716705043,1,3,3,0
TXN02058,0.7027097772758479,-0.8924930691412668,5,3,1,0
TXN02059,-0.26286476295811634,1.702138291562978,0,0,1,0
TXN02060,-0.6964518899555069,-0.19334924569868453,5,1,1,0
TXN02061,0.8317080323809256,-0.7908247442183415,2,1,0,0
TXN02062,0.3219736874104569,-1.5860660254647847,2,2,1,0
TXN02063,0.3880374838254562,0.9779255660846058,5,3,3,0
TXN02064,0.23469993530432615,1.4709473061218052,5,3,3,0
TXN02065,1.3918594851417885,0.3296159051034861,2,3,1,0
TXN02066,-0.251042820441748,0.24953469026693537,1,1,1,0
TXN02067,1.1491619593645803,0.38462821790424706,1,0,3,0
TXN02068,0.3198874622605095,0.37905735078518266,1,1,2,1
TXN02069,1.5104266144971294,-0.5276012728425485,1,2,1,0
TXN02070,-0.022253462330855546,0.411786195109686,2,2,3,0
TXN02071,1.198883658771659,-0.8493188489685177,3,0,1,0
TXN02072,-0.8522233678182422,1.6561786378306966,4,3,3,0
TXN02073,-1.0504147570632403,-0.6689620259888077,4,2,0,0
TXN02074,0.7176610575171372,-0.9809305846564141,4,1,1,0
TXN02075,-1.367520979855237,0.7251474705570585,4,2,1,0
TXN02076,0.27503362153664157,-0.9321854973646007,2,2,2,0
TXN02077,-0.8525710720099,-0.5345648567413791,3,0,2,0
TXN02078,-0.7013197486387173,-1.2351013969637274,2,0,2,0
TXN02079,0.7496498431496632,1.190314874998936,3,1,2,1
TXN02080,-1.397075836146158,-0.20866913027611161,2,3,1,0
TXN02081,-1.5455455259840776,-1.591636892583849,5,0,1,0
TXN02082,0.8202337940562151,0.9326622707422075,3,0,2,0
TXN02083,0.7642534191992947,0.4312842300264114,4,3,2,0
TXN02084,1.038244322225713,1.117197244061216,3,2,1,0
TXN02085,1.3049334372273156,-0.8061446287957686,0,1,0,0
TXN02086,-1.438104930761789,-0.30755202163950474,1,1,3,0
TXN02087,0.276772142494931,-0.4461273412262317,3,2,2,0
TXN02088,-0.6762850468393491,1.6380733196937374,0,3,3,1
TXN02089,0.33588185507677254,-0.8722986758346584,1,3,0,0
TXN02090,-0.8647407187179262,-0.32844277333599625,0,0,0,0
TXN02091,-0.7865072755949007,-1.3736767165504544,1,3,0,1
TXN02092,-1.07684027562924,-0.7323306394681653,5,1,1,0
TXN02093,-0.2197494431925378,1.1116263769421515,3,1,3,0
TXN02094,0.06884503588351198,-0.30476658807997253,0,1,0,0
TXN02095,0.5664097341459545,1.3079994428891715,5,3,2,0
TXN02096,0.5038229796475341,1.411756842981746,4,2,0,0
TXN02097,0.7555608144078474,-0.1237134067103795,3,1,2,0
TXN02098,0.5239898227636918,-0.16062040137418115,2,1,2,0
TXN02099,-0.08484021682927599,0.45913856562173344,2,2,0,0
TXN02100,0.5368548778550337,-1.1898381016213293,2,0,2,0
TXN02101,-0.3932538348298256,0.1555263076327236,0,3,2,0
TXN02102,-1.4923467846604201,-0.867424167105477,0,1,1,0
TXN02103,0.06745421911688042,-0.051292134162542295,1,3,3,0
TXN02104,1.275030876744737,-1.0547445739840176,2,1,1,0
TXN02105,0.03372691252606496,0.6972931349617366,4,1,1,0
TXN02106,0.16237746343948475,0.6513334812294552,0,0,1,0
TXN02107,-1.3219717307480534,-1.4440089139286425,3,2,3,0
TXN02108,1.4231528623909988,-1.5846733086850187,0,2,3,0
TXN02109,0.49547807904774466,1.036419670834782,3,2,0,0
TXN02110,1.2552117378202372,-0.9433272316027295,0,0,1,0
TXN02111,0.6696778790683482,0.8950589176885229,1,0,3,0
TXN02112,1.3278819138767366,-0.6320550313250061,1,2,0,0
TXN02113,-1.1623755067770811,1.4159349933210443,1,3,1,0
TXN02114,0.23991549817919453,-1.2239596627255986,4,3,1,0
TXN02115,0.6769796670931639,0.17850613449886424,0,0,2,0
TXN02116,-1.2513877798415014,-0.15783496781464895,3,3,3,0
TXN02117,-1.2440859918166858,1.4054896174727984,0,2,2,0
TXN02118,1.4012474983165515,0.9152533109951313,5,1,1,1
TXN02119,-0.5872727737749289,-0.043632191873828746,1,3,1,0
TXN02120,1.4012474983165515,-1.5728352160570067,2,2,1,1
TXN02121,-1.5862269164080507,1.6993528580034456,5,2,0,0
TXN02122,-0.16133513899401208,1.2975540670409258,5,2,2,0
TXN02123,-0.5837957318583501,-1.4537579313870053,1,3,2,0
TXN02124,0.999996861143345,1.6540895626610475,2,1,1,0
TXN02125,1.6408156863688388,-1.689127067167476,1,3,2,0
TXN02126,1.0045170156348975,-0.17594028595160827,1,2,1,0
TXN02127,0.24756499039566812,-1.0728498921209768,2,2,1,0
TXN02128,-1.4652258577111046,-1.6139203610601067,5,2,2,0
TXN02129,-1.0212076049639773,0.12906468881716768,5,0,3,0
TXN02130,-1.1933211798346335,-0.8632460167661787,0,3,1,0
TXN02131,1.7298279594332588,0.38880636824354536,2,1,1,0
TXN02132,0.40298876406674555,1.0552213473616243,5,3,2,0
TXN02133,-0.43984619651198303,-1.2901137097644884,4,2,2,0
TXN02134,-0.17385248989369617,-1.07354625051086,1,2,2,0
TXN02135,1.0142527330013185,-0.1599240429842981,4,0,1,0
TXN02136,0.5448520742631652,-0.5540628916581045,4,2,3,0
TXN02137,-0.9346292612411624,1.6415551116431526,0,3,3,0
TXN02138,-0.05006979766348685,1.578882856553678,0,3,3,0
TXN02139,0.9655741461692138,-1.6348111127565983,0,3,1,1
TXN02140,0.6300396012193485,1.4563237799342612,4,2,2,0
TXN02141,0.9238496431702667,-0.7170107548907382,3,0,3,0
TXN02142,1.0472846312088182,0.9730510573554244,3,3,3,0
TXN02143,0.356744106576246,-1.5303573542741407,4,1,3,0
TXN02144,0.19506165745532653,-0.58957716954214,1,1,1,0
TXN02145,1.4294115378408407,0.15900809958213885,4,1,2,0
TXN02146,0.4780928694648501,-1.1508420317878785,4,3,0,0
TXN02147,1.2002744755382904,-1.0115703538112684,0,0,2,0
TXN02148,0.8341419617225309,-1.5449808804616847,0,2,2,0
TXN02149,-0.9026404756086364,-0.37022427672897923,0,0,2,0
TXN02150,-0.24791348271682703,-0.08402097848704565,3,2,3,0
TXN02151,-1.498605460110262,-1.173125500264136,4,2,2,0
TXN02152,-1.675239189472471,0.4765475253688097,1,2,3,0
TXN02153,1.2778125102780002,-1.1195059042431412,1,2,1,0
TXN02154,-0.13525732461967022,-1.1550201821271768,0,3,0,0
TXN02155,-0.06467337371311829,0.47445845019916055,0,1,1,0
TXN02156,-0.06363026113814461,-0.20797277188622856,4,3,1,0
TXN02157,0.36682752813432484,-0.31312288875856914,1,0,0,0
TXN02158,-0.9130716013583732,-0.6236987306464095,4,2,2,0
TXN02159,0.315019603577299,-0.6014152621701518,3,3,2,0
TXN02160,1.0361580970757656,0.7620544652208603,4,3,3,0
TXN02161,0.29415735207782556,-1.5435881636819186,0,3,2,0
TXN02162,1.3059765498022893,-1.3235389124788748,5,2,0,0
TXN02163,-0.09109889227911803,0.14647364856424394,3,2,1,1
TXN02164,-1.5257263870595776,-1.3284134212080563,1,2,2,0
TXN02165,-0.04937438928017107,0.7961760263251297,1,3,3,0
TXN02166,0.8390098204057412,-0.34794080825272167,0,3,1,0
TXN02167,1.623778180977602,-0.8576751496471143,0,0,1,0
TXN02168,-0.5173842312516927,0.2620691412848303,3,1,3,0
TXN02169,0.4113336646665349,0.8692936572628499,0,1,1,0
TXN02170,-0.8028493726028216,-1.3360733634967699,5,2,3,0
TXN02171,-0.2715573677495636,-1.354875040023612,3,1,3,0
TXN02172,-1.726351705646181,1.2063311179662461,0,2,0,0
TXN02173,-0.6223908971323759,1.6283243022353746,2,2,0,0
TXN02174,-1.595614929582814,1.4082750510323307,5,3,2,0
TXN02175,1.2639043426116845,-1.2901137097644884,3,1,0,0
TXN02176,0.4488857173655872,-1.7058396685246693,2,0,1,0
TXN02177,-1.5333758792760512,1.6659276552890592,4,2,2,0
TXN02178,-0.4694010528029038,1.3247120442463647,5,2,2,0
TXN02179,0.4141152981997981,-0.6055934125094502,4,0,3,0
TXN02180,1.505906460005577,0.8233340035305686,2,1,0,0
TXN02181,0.7635580108159788,1.1471406548261869,1,0,3,0
TXN02182,1.2002744755382904,1.1408734293172396,1,1,2,0
TXN02183,-0.3769117378219047,-0.8291244556619093,0,1,3,0
TXN02184,1.092486176124344,1.5468503706190577,1,1,1,0
TXN02185,-0.9394971199243729,-1.6229730201285864,4,1,1,0
TXN02186,1.390468668375157,-0.37440242706827753,5,1,2,0
TXN02187,0.8588289593302411,-0.5282976312324317,4,1,1,0
TXN02188,1.364738558192473,-0.030401382466050793,4,2,0,0
TXN02189,-1.4624442241778415,0.46819122469021307,1,3,2,0
TXN02190,0.6564651197853484,-0.5276012728425485,4,2,0,0
TXN02191,-0.9506236540574254,-1.3298061379878223,2,2,1,0
TXN02192,0.7326123377584265,-1.5811915167356034,3,0,3,0
TXN02193,-1.7047940457633917,1.3818134322167748,3,3,0,0
TXN02194,1.0775348958830548,-0.5157631802145367,3,3,0,0
TXN02195,0.7364370838666633,-0.7100471709919077,0,3,1,0
TXN02196,-0.36682831626382584,1.2801451072938494,1,1,0,0
TXN02197,1.4137648492162356,-0.7629704086230195,1,1,0,0
TXN02198,0.8202337940562151,-1.0923479270377021,3,1,3,0
TXN02199,0.7308738168001371,0.1973078110257066,5,2,2,0
TXN02200,0.43428214131595577,1.3734571315381783,0,3,1,0
TXN02201,1.4749607869480246,1.452841987984846,3,3,3,0
TXN02202,-0.014256265922724044,0.6576007067384028,4,2,3,0
TXN02203,-0.5945745617997447,0.7606617484410941,3,1,2,0
TXN02204,-0.5302492863430348,-0.9551653242307413,3,0,2,0
TXN02205,0.9760052719189505,-0.4349856069881029,5,3,1,0
TXN02206,1.2579933713535003,1.2683070146658377,1,2,1,0
TXN02207,0.9280220934701615,-1.229530529844663,1,1,1,0
TXN02208,-0.7892889091281639,-1.2385831889131427,4,2,3,0
TXN02209,-1.1519443810273444,-0.4628399425834249,3,0,0,0
TXN02210,-1.6808024565389972,1.0002090345608634,2,0,2,0
TXN02211,0.5003459377309551,-1.4621142320656018,4,1,1,0
TXN02212,-1.605002942757577,-0.9885905269451277,1,2,1,0
TXN02213,1.6985345821840487,1.3908660912852544,5,1,3,0
TXN02214,-0.1564672803108016,0.1917369439066422,1,2,1,1
TXN02215,0.12134836882385358,1.3859915825560731,1,2,3,0
TXN02216,0.18393512332227402,-0.042935833483945696,5,0,0,0
TXN02217,1.3118875210604735,1.395740600014436,3,2,3,0
TXN02218,1.3849054013086306,-0.2386125410410828,3,2,2,0
TXN02219,0.5257283437219812,0.7536981645422637,1,0,3,0
TXN02220,0.15924812571456373,1.384598865776307,4,3,0,0
TXN02221,1.6634164588266016,0.18407700161792864,2,3,0,0
TXN02222,0.5319870191718232,0.5385234220684012,4,3,2,0
TXN02223,0.8772572814881093,0.9298768371826753,0,3,3,0
TXN02224,-1.2986755499069746,0.6450662557205078,4,2,2,1
TXN02225,-0.3970785809380624,-0.3012847961305573,1,3,0,0
TXN02226,1.2413035701539215,-0.12440976510026255,1,3,3,0
TXN02227,-0.9057698133335574,0.2711218003533099,2,2,1,0
TXN02228,-0.6856730600141122,0.8024432518340772,2,3,0,0
TXN02229,1.45096919772363,0.08310503508488638,2,3,0,0
TXN02230,-1.0966594145537398,-0.7379015065872297,1,1,2,0
TXN02231,0.6947125808677164,-0.4015604042737165,1,3,0,0
TXN02232,1.6773246264929174,-1.2065507029785225,4,1,2,0
TXN02233,1.6867126396676804,-0.24766520010956242,1,3,3,0
TXN02234,1.2475622456037636,-0.40225676266359955,0,2,1,0
TXN02235,-0.24200251145864288,-0.5227267641133673,3,3,1,0
TXN02236,0.6707209916433219,0.5064909361337808,3,0,2,1
TXN02237,1.2447806120705005,1.578186498163795,2,2,1,0
TXN02238,-0.9683565678319779,-0.9440235899926125,1,3,1,0
TXN02239,-0.4290673665705884,0.8511883391258906,0,3,0,0
TXN02240,1.3428331941180258,-1.201676194249341,3,2,0,0
TXN02241,0.34666068501816716,0.16388260831132018,4,0,3,0
TXN02242,0.21766242991308948,0.6116410530061214,5,2,0,0
TXN02243,-1.4645304493277889,0.7014712853010349,4,0,0,0
TXN02244,-1.460705703219552,-0.5693827762355316,5,2,0,0
TXN02245,1.71313815823368,0.6374063134317942,0,2,0,0
TXN02246,0.45966454730698186,-1.3284134212080563,4,1,1,0
TXN02247,-0.34700917733932607,1.5851500820626254,3,1,1,0
TXN02248,1.5723179606122342,1.4925344162081797,1,2,1,1
TXN02249,1.297979353394158,-0.4656253761429571,5,1,0,1
TXN02250,-1.5507610888589458,-0.908509312108577,1,3,1,0
TXN02251,1.4415811845488669,1.4173277101008104,0,3,3,0
TXN02252,0.8998580539458723,-0.5937553198814384,1,3,3,0
TXN02253,0.27920607183653623,-0.21563271417494212,3,1,0,0
TXN02254,-0.13838666234459124,-1.602778626821978,0,1,1,0
TXN02255,0.3355341508851146,-0.5178522553841859,2,3,3,0
TXN02256,-0.013908561731066152,0.9305731955725584,2,2,2,0
TXN02257,0.4471471964072978,0.09076497737359993,5,3,0,0
TXN02258,0.7465205054247422,1.0134398439686414,3,1,3,0
TXN02259,-0.8762149570426366,-0.11396438925201681,1,0,3,0
TXN02260,-1.4937376014270516,-0.90920567049846,4,3,3,0
TXN02261,-0.980873918731662,0.2112349788233676,4,3,2,0
TXN02262,0.7127931988339268,0.31777781247547426,0,1,2,0
TXN02263,1.6613302336766542,0.007201970587633914,5,1,2,0
TXN02264,0.12517311493209038,1.7104945922415744,5,1,3,0
TXN02265,-1.7187022134297074,-1.616009436229756,5,1,2,0
TXN02266,-0.036857038380486984,1.6958710660540304,3,3,0,0
TXN02267,-1.2951985079903958,0.1778097761089812,4,1,2,0
TXN02268,0.9443641904780824,-0.9816269430462973,0,0,0,0
TXN02269,-0.9683565678319779,-0.8541933576976991,3,2,3,0
TXN02270,0.7593855605160842,1.6533932042711643,0,1,1,0
TXN02271,-1.627256011023682,1.3671899060292307,3,1,0,0
TXN02272,0.8852544778962408,-0.1682803436628947,1,3,0,0
TXN02273,0.48678547425629737,0.9876745835429684,3,2,0,0
TXN02274,-1.5072980649017094,-0.8110191375249499,3,2,3,0
TXN02275,1.7280894384749694,0.47863660053845886,1,2,0,0
TXN02276,1.3240571677684998,0.9633020398970618,2,1,3,0
TXN02277,1.3463102360346046,-0.23791618265119974,1,3,0,0
TXN02278,-0.22635582283403777,-0.5582410419974028,5,3,3,0
TXN02279,1.5921370995367339,0.3449357896809132,2,1,1,0
TXN02280,0.7030574814675058,-0.2880539867227793,4,2,3,0
TXN02281,-0.5020852468187456,-0.6689620259888077,0,2,3,0
TXN02282,-0.14707926713603853,-0.7163143965008552,3,3,1,0
TXN02283,0.5556309042045599,-0.757399541503955,2,0,3,0
TXN02284,1.2145303473962639,-1.6835562000484117,4,1,3,0
TXN02285,1.6331661941523652,1.2947686334813935,1,0,0,0
TXN02286,-0.31258646236519483,1.0754157406682328,1,0,3,0
TXN02287,-0.27746833900774776,1.4772145316307528,5,2,0,0
TXN02288,1.2764216935113686,0.21332405399301674,5,0,1,0
