Transaction ID,Amount ($),Time (Seconds Since Last Transaction),Location,Transaction Type,Device Used,Fraud
TXN03684,6368,3349,USA,ATM Withdrawal,ATM Machine,0
TXN03685,8329,1406,Germany,Wire Transfer,Desktop,0
TXN03686,5951,124,China,Online Purchase,Desktop,0
TXN03687,7654,3998,China,ATM Withdrawal,Mobile,0
TXN03688,4865,3453,Canada,ATM Withdrawal,Laptop,0
TXN03689,6557,3897,India,Online Purchase,Mobile,0
TXN03690,7206,1625,Germany,Online Purchase,Laptop,0
TXN03691,5921,1182,India,Online Purchase,ATM Machine,0
TXN03692,6491,728,USA,Bank Transfer,ATM Machine,0
TXN03693,2771,3885,UK,Wire Transfer,Desktop,0
TXN03694,4466,3671,Canada,ATM Withdrawal,Mobile,0
TXN03695,9617,1142,China,Online Purchase,Mobile,0
TXN03696,6371,2376,UK,Online Purchase,Desktop,0
TXN03697,5703,4032,USA,Bank Transfer,Mobile,0
TXN03698,5798,359,USA,Wire Transfer,ATM Machine,0
TXN03699,211,3743,Germany,ATM Withdrawal,ATM Machine,0
TXN03700,6170,2845,India,Wire Transfer,Desktop,0
TXN03701,527,4539,China,Wire Transfer,Desktop,0
TXN03702,7747,2212,China,Online Purchase,Laptop,0
TXN03703,9543,973,UK,Online Purchase,ATM Machine,0
TXN03704,1998,361,Germany,Online Purchase,ATM Machine,0
TXN03705,3812,2633,Canada,Bank Transfer,ATM Machine,0
TXN03706,5818,3191,USA,Bank Transfer,ATM Machine,0
TXN03707,7172,4949,Germany,Bank Transfer,ATM Machine,0
TXN03708,6251,1625,China,Online Purchase,Laptop,0
TXN03709,8409,3929,Canada,Online Purchase,Desktop,0
TXN03710,5643,1757,India,Online Purchase,Desktop,0
TXN03711,5765,241,UK,Wire Transfer,Mobile,0
TXN03712,6319,4762,USA,Bank Transfer,ATM Machine,0
TXN03713,4127,976,USA,Bank Transfer,ATM Machine,0
TXN03714,8355,4319,USA,Wire Transfer,Desktop,0
TXN03715,1528,2314,India,ATM Withdrawal,ATM Machine,0
TXN03716,6173,1306,China,Wire Transfer,ATM Machine,0
TXN03717,2610,788,China,Wire Transfer,ATM Machine,0
TXN03718,2205,2429,Germany,Online Purchase,Desktop,0
TXN03719,3564,556,Canada,ATM Withdrawal,Mobile,0
TXN03720,2859,2110,Germany,Wire Transfer,Desktop,0
TXN03721,1752,4943,China,ATM Withdrawal,ATM Machine,0
TXN03722,1316,2650,USA,ATM Withdrawal,Desktop,0
TXN03723,3859,1560,India,Online Purchase,Laptop,0
TXN03724,7529,4236,China,ATM Withdrawal,ATM Machine,0
TXN03725,4205,1364,India,Online Purchase,Desktop,0
TXN03726,5188,3960,UK,Bank Transfer,Desktop,0
TXN03727,2565,590,USA,Wire Transfer,Mobile,0
TXN03728,2315,1750,UK,Online Purchase,ATM Machine,1
TXN03729,7629,541,China,Online Purchase,Laptop,0
TXN03730,9290,2423,Germany,Wire Transfer,Laptop,0
TXN03731,2652,291,China,Online Purchase,ATM Machine,0
TXN03732,9379,2091,UK,ATM Withdrawal,Desktop,0
TXN03733,6419,3936,India,Online Purchase,Laptop,0
TXN03734,4767,3959,Canada,Online Purchase,ATM Machine,0
TXN03735,3004,3860,Canada,ATM Withdrawal,Laptop,0
TXN03736,8761,1256,China,Wire Transfer,ATM Machine,0
TXN03737,1281,8,Germany,Online Purchase,Laptop,0
TXN03738,1823,1658,UK,Bank Transfer,Mobile,0
TXN03739,8811,4579,China,Wire Transfer,ATM Machine,0
TXN03740,2471,4429,UK,Bank Transfer,Mobile,0
TXN03741,4130,1257,UK,Bank Transfer,ATM Machine,0
TXN03742,6134,3951,USA,Bank Transfer,Laptop,0
TXN03743,8485,1040,Canada,Online Purchase,Laptop,0
TXN03744,4406,2117,Canada,ATM Withdrawal,Desktop,0
TXN03745,9293,685,India,Online Purchase,Laptop,0
TXN03746,826,4019,USA,Bank Transfer,Mobile,0
TXN03747,7314,1798,Canada,Bank Transfer,Desktop,0
TXN03748,7341,1825,UK,ATM Withdrawal,Mobile,1
TXN03749,92,3535,Germany,Wire Transfer,Mobile,0
TXN03750,1930,63,Germany,Bank Transfer,Mobile,0
TXN03751,7827,261,USA,Online Purchase,Mobile,0
TXN03752,2103,3572,Germany,Bank Transfer,Mobile,0
TXN03753,7081,3193,UK,Bank Transfer,ATM Machine,1
TXN03754,7977,4954,China,Wire Transfer,ATM Machine,0
TXN03755,8377,1489,UK,ATM Withdrawal,Desktop,0
TXN03756,5295,1131,Canada,Bank Transfer,Mobile,0
TXN03757,4947,4276,China,Wire Transfer,ATM Machine,0
TXN03758,379,355,Germany,Wire Transfer,Laptop,0
TXN03759,1828,2775,India,Bank Transfer,Desktop,0
TXN03760,2111,589,India,Bank Transfer,ATM Machine,0
TXN03761,3500,605,UK,ATM Withdrawal,Laptop,0
TXN03762,1789,2229,UK,Online Purchase,Desktop,0
TXN03763,7684,174,Germany,Online Purchase,Laptop,0
TXN03764,1374,354,India,ATM Withdrawal,Mobile,0
TXN03765,7304,3291,India,Wire Transfer,Laptop,0
TXN03766,3686,434,UK,Wire Transfer,Mobile,0
TXN03767,2436,2953,Canada,ATM Withdrawal,Desktop,0
TXN03768,8274,259,India,Online Purchase,Mobile,0
TXN03769,8099,868,UK,Wire Transfer,Laptop,0
TXN03770,2972,2607,USA,Online Purchase,Mobile,0
TXN03771,869,3646,India,Wire Transfer,Mobile,0
TXN03772,4148,596,China,Online Purchase,Desktop,0
TXN03773,2434,394,Germany,ATM Withdrawal,Mobile,0
TXN03774,9266,4432,UK,Online Purchase,ATM Machine,0
TXN03775,4027,2111,India,Wire Transfer,Desktop,0
TXN03776,8570,3865,India,Wire Transfer,Laptop,0
TXN03777,8352,4140,Canada,Wire Transfer,Desktop,0
TXN03778,1144,2201,UK,Bank Transfer,Laptop,0
TXN03779,5176,3998,China,Bank Transfer,Laptop,0
TXN03780,5129,3854,India,Wire Transfer,Mobile,0
TXN03781,5704,4950,USA,ATM Withdrawal,Desktop,0
TXN03782,6146,3755,Germany,Wire Transfer,Laptop,0
TXN03783,5495,4371,UK,ATM Withdrawal,ATM Machine,0
TXN03784,4174,3430,India,Wire Transfer,Mobile,0
TXN03785,2356,4522,Canada,Wire Transfer,Mobile,0
TXN03786,5049,4579,Canada,ATM Withdrawal,Laptop,0
TXN03787,4907,214,Germany,Online Purchase,ATM Machine,0
TXN03788,8262,2127,UK,Bank Transfer,Mobile,0
TXN03789,5051,139,UK,Wire Transfer,Desktop,0
TXN03790,3911,4194,UK,ATM Withdrawal,Laptop,0
TXN03791,1347,3961,China,ATM Withdrawal,ATM Machine,1
TXN03792,1194,664,USA,Bank Transfer,Laptop,0
TXN03793,4436,2833,Canada,Bank Transfer,Mobile,0
TXN03794,1561,1074,UK,Online Purchase,ATM Machine,0
TXN03795,1639,4575,China,Wire Transfer,Laptop,0
TXN03796,9529,4023,UK,Bank Transfer,Laptop,0
TXN03797,1536,162,UK,Online Purchase,Laptop,1
TXN03798,9875,1501,China,Wire Transfer,Desktop,0
TXN03799,1371,3179,USA,Wire Transfer,Desktop,0
TXN03800,9775,4491,Germany,ATM Withdrawal,Desktop,0
TXN03801,4380,4897,Canada,Bank Transfer,Desktop,0
TXN03802,5293,186,India,Online Purchase,Mobile,0
TXN03803,7620,4654,UK,Online Purchase,Laptop,1
TXN03804,2003,1981,USA,ATM Withdrawal,Desktop,0
TXN03805,879,4542,Canada,Online Purchase,Mobile,0
TXN03806,1024,3989,India,Online Purchase,Desktop,0
TXN03807,612,830,UK,Wire Transfer,Mobile,0
TXN03808,700,3520,India,Bank Transfer,ATM Machine,0
TXN03809,8695,3512,China,ATM Withdrawal,Desktop,0
TXN03810,499,3329,Canada,Bank Transfer,Desktop,0
TXN03811,6874,3349,USA,Online Purchase,Laptop,0
TXN03812,7250,2486,USA,Online Purchase,Desktop,0
TXN03813,7796,4612,Canada,Online Purchase,Desktop,0
TXN03814,8034,1226,Germany,Bank Transfer,Mobile,0
TXN03815,304,4852,Germany,ATM Withdrawal,Laptop,0
TXN03816,5498,2845,India,ATM Withdrawal,Laptop,0
TXN03817,4037,2734,China,Wire Transfer,ATM Machine,0
TXN03818,2922,4421,India,ATM Withdrawal,Mobile,0
TXN03819,9919,3997,UK,Wire Transfer,Desktop,0
TXN03820,4754,2671,USA,Online Purchase,Mobile,0
TXN03821,1883,4783,India,ATM Withdrawal,Desktop,0
TXN03822,3268,1499,India,Wire Transfer,ATM Machine,0
TXN03823,2827,1689,Canada,Wire Transfer,Desktop,0
TXN03824,8646,2448,USA,Bank Transfer,Laptop,0
TXN03825,3651,868,USA,Online Purchase,ATM Machine,0
TXN03826,4468,4313,Germany,ATM Withdrawal,Desktop,0
TXN03827,5317,3009,Germany,ATM Withdrawal,ATM Machine,0
TXN03828,8943,3525,USA,ATM Withdrawal,Laptop,0
TXN03829,2051,2013,India,Wire Transfer,Laptop,0
TXN03830,689,240,UK,ATM Withdrawal,Mobile,0
TXN03831,5748,48,India,ATM Withdrawal,Desktop,1
TXN03832,5678,4050,UK,ATM Withdrawal,ATM Machine,0
TXN03833,9560,3458,USA,Online Purchase,Mobile,0
TXN03834,7707,3280,Canada,Online Purchase,ATM Machine,0
TXN03835,8043,3229,UK,Wire Transfer,Mobile,0
TXN03836,72,1249,Germany,Bank Transfer,Mobile,0
TXN03837,7839,1168,Canada,ATM Withdrawal,Mobile,0
TXN03838,7362,3491,USA,ATM Withdrawal,Laptop,0
TXN03839,6925,4971,China,Wire Transfer,Laptop,0
TXN03840,8336,1898,UK,ATM Withdrawal,Laptop,0
TXN03841,3654,3537,UK,Bank Transfer,Laptop,0
TXN03842,4980,2180,Canada,Wire Transfer,ATM Machine,0
TXN03843,8013,4721,China,Online Purchase,Desktop,0
TXN03844,3288,1971,China,Bank Transfer,Laptop,0
TXN03845,7306,4697,USA,ATM Withdrawal,Desktop,0
TXN03846,9024,2721,Canada,Bank Transfer,Mobile,0
TXN03847,3084,2382,India,Online Purchase,Desktop,0
TXN03848,8322,1944,China,Wire Transfer,Laptop,0
TXN03849,7562,3147,UK,Bank Transfer,ATM Machine,0
TXN03850,1647,3484,China,Wire Transfer,Laptop,1
TXN03851,5113,3697,USA,Wire Transfer,ATM Machine,0
TXN03852,9126,2826,USA,ATM Withdrawal,Laptop,0
TXN03853,654,1828,UK,ATM Withdrawal,Mobile,0
TXN03854,2042,223,UK,Wire Transfer,ATM Machine,0
TXN03855,2771,1747,UK,Online Purchase,Mobile,0
TXN03856,2078,530,India,Wire Transfer,Laptop,0
TXN03857,251,134,UK,Online Purchase,Mobile,0
TXN03858,2678,3804,Canada,Bank Transfer,Desktop,0
TXN03859,812,4487,USA,Wire Transfer,Desktop,0
TXN03860,5069,102,USA,Bank Transfer,ATM Machine,0
TXN03861,205,3724,China,Wire Transfer,Desktop,0
TXN03862,2197,2729,UK,Bank Transfer,Desktop,0
TXN03863,2340,2546,India,Online Purchase,Laptop,0
TXN03864,4851,2559,Canada,Bank Transfer,Laptop,0
TXN03865,3616,3042,Germany,Bank Transfer,Desktop,0
TXN03866,8478,2001,China,ATM Withdrawal,ATM Machine,0
TXN03867,70,949,Canada,Wire Transfer,Desktop,0
TXN03868,3937,1569,India,Wire Transfer,Laptop,0
TXN03869,6306,4937,UK,Wire Transfer,Mobile,0
TXN03870,2601,2054,India,Wire Transfer,ATM Machine,1
TXN03871,8768,3006,Germany,ATM Withdrawal,ATM Machine,0
TXN03872,9773,194,Canada,Online Purchase,Desktop,0
TXN03873,6131,742,India,Bank Transfer,Mobile,0
TXN03874,1210,3907,Germany,Bank Transfer,ATM Machine,0
TXN03875,2864,2960,Germany,Online Purchase,ATM Machine,0
TXN03876,7034,4569,Canada,Bank Transfer,Laptop,0
TXN03877,9438,2264,Germany,ATM Withdrawal,Desktop,0
TXN03878,6982,3421,Canada,Wire Transfer,Desktop,0
TXN03879,146,2924,India,Wire Transfer,ATM Machine,0
TXN03880,1039,3255,UK,ATM Withdrawal,Mobile,0
TXN03881,2604,3240,USA,Wire Transfer,Mobile,0
TXN03882,7216,3866,USA,Bank Transfer,Mobile,0
TXN03883,671,38,India,Online Purchase,Mobile,0
TXN03884,2482,1699,UK,Online Purchase,Desktop,0
TXN03885,96,4567,USA,Bank Transfer,Laptop,0
TXN03886,6229,4027,Germany,Online Purchase,Mobile,0
TXN03887,8153,3214,India,Online Purchase,Mobile,0
TXN03888,6978,1784,India,Wire Transfer,Laptop,0
TXN03889,2783,1967,China,Bank Transfer,Desktop,0
TXN03890,1710,103,China,ATM Withdrawal,Laptop,0
TXN03891,2710,42,China,Online Purchase,Laptop,0
TXN03892,6825,2995,Canada,Bank Transfer,Mobile,0
TXN03893,1657,3219,UK,ATM Withdrawal,Laptop,0
TXN03894,6048,2991,India,ATM Withdrawal,Laptop,0
TXN03895,5174,4289,China,Wire Transfer,Desktop,0
TXN03896,5530,3370,India,Wire Transfer,Mobile,0
TXN03897,3697,1062,Germany,Online Purchase,Mobile,0
TXN03898,606,2550,China,Bank Transfer,ATM Machine,0
TXN03899,4555,1677,India,Bank Transfer,Mobile,0
TXN03900,8686,3690,UK,Wire Transfer,Desktop,0
TXN03901,8847,3998,Canada,Wire Transfer,Desktop,1
TXN03902,4767,326,UK,Wire Transfer,Desktop,0
TXN03903,4394,1121,UK,Online Purchase,ATM Machine,0
TXN03904,8922,108,China,Bank Transfer,ATM Machine,0
TXN03905,4743,2679,UK,Online Purchase,Desktop,0
TXN03906,7091,335,Canada,Bank Transfer,Mobile,0
TXN03907,8700,2040,USA,Wire Transfer,ATM Machine,1
TXN03908,7127,804,Canada,Online Purchase,Mobile,0
TXN03909,4739,1849,Germany,ATM Withdrawal,ATM Machine,0
TXN03910,1683,767,Canada,Online Purchase,Laptop,0
TXN03911,8316,3528,India,Online Purchase,Desktop,0
TXN03912,9938,2307,USA,ATM Withdrawal,Laptop,0
TXN03913,7188,2830,China,ATM Withdrawal,Desktop,0
TXN03914,2304,1489,India,Wire Transfer,Laptop,0
TXN03915,3640,4130,Canada,ATM Withdrawal,Mobile,0
TXN03916,156,3567,India,ATM Withdrawal,Mobile,0
TXN03917,3463,2374,UK,Online Purchase,Desktop,0
TXN03918,4517,837,India,Online Purchase,Mobile,0
TXN03919,5793,3310,India,Wire Transfer,Desktop,0
TXN03920,7761,3613,Canada,ATM Withdrawal,Laptop,0
TXN03921,5638,4835,Germany,Bank Transfer,Desktop,0
TXN03922,8338,2792,Canada,Online Purchase,ATM Machine,0
TXN03923,3370,4213,China,Wire Transfer,Laptop,1
TXN03924,3015,3984,USA,Online Purchase,Laptop,0
TXN03925,3562,3769,UK,Online Purchase,Desktop,0
TXN03926,28,1505,Germany,Bank Transfer,ATM Machine,0
TXN03927,2252,2451,USA,Wire Transfer,ATM Machine,0
TXN03928,6328,3045,USA,Bank Transfer,Mobile,0
TXN03929,5107,2034,Germany,Bank Transfer,Laptop,0
TXN03930,8650,1700,UK,Wire Transfer,Mobile,0
TXN03931,1958,2281,China,ATM Withdrawal,Laptop,0
TXN03932,9147,1308,Germany,Bank Transfer,Laptop,0
TXN03933,5628,2528,Germany,ATM Withdrawal,Laptop,0
TXN03934,4246,3839,Germany,Online Purchase,Laptop,0
TXN03935,6911,976,UK,Wire Transfer,Desktop,0
TXN03936,1930,2057,Germany,Wire Transfer,ATM Machine,1
TXN03937,4198,4811,Germany,Online Purchase,Laptop,1
TXN03938,248,2427,India,Online Purchase,Mobile,0
TXN03939,214,3675,India,Online Purchase,Mobile,0
TXN03940,5562,2429,India,Bank Transfer,Desktop,0
TXN03941,4937,4940,India,Bank Transfer,ATM Machine,0
TXN03942,4400,3734,Germany,Bank Transfer,Laptop,0
TXN03943,2697,360,India,Bank Transfer,Desktop,0
TXN03944,4961,2224,USA,Bank Transfer,Mobile,0
TXN03945,6170,485,China,ATM Withdrawal,ATM Machine,0
TXN03946,5398,1429,India,ATM Withdrawal,Laptop,0
TXN03947,9550,2081,UK,Bank Transfer,ATM Machine,0
TXN03948,5136,696,China,Wire Transfer,Mobile,0
TXN03949,826,4661,Canada,Wire Transfer,Desktop,0
TXN03950,9022,202,Canada,ATM Withdrawal,Desktop,0
TXN03951,202,3858,USA,ATM Withdrawal,Mobile,0
TXN03952,1786,1199,China,Wire Transfer,Laptop,0
TXN03953,3655,1268,China,Wire Transfer,Laptop,0
TXN03954,6324,2971,USA,Wire Transfer,ATM Machine,0
TXN03955,8452,74,Canada,ATM Withdrawal,Mobile,0
TXN03956,1798,96,India,ATM Withdrawal,Mobile,0
TXN03957,7384,4269,USA,Wire Transfer,Laptop,0
TXN03958,3710,3478,UK,ATM Withdrawal,Mobile,0
TXN03959,9369,2203,USA,Bank Transfer,Desktop,0
TXN03960,3903,258,Germany,Wire Transfer,Laptop,0
TXN03961,6821,3659,Canada,Online Purchase,Laptop,1
TXN03962,9298,4426,Germany,Wire Transfer,Desktop,0
TXN03963,2689,2807,Canada,ATM Withdrawal,Mobile,0
TXN03964,3914,4257,Canada,Online Purchase,Laptop,0
TXN03965,7270,186,China,Online Purchase,Laptop,0
TXN03966,514,143,India,Wire Transfer,Laptop,0
TXN03967,9823,3354,India,Bank Transfer,Mobile,0
TXN03968,9589,640,Canada,Bank Transfer,Laptop,0
TXN03969,6783,3750,Canada,ATM Withdrawal,Mobile,1
TXN03970,3826,2075,Germany,Online Purchase,ATM Machine,0
TXN03971,727,3969,UK,Bank Transfer,Desktop,0
TXN03972,4444,202,USA,ATM Withdrawal,Mobile,0
TXN03973,668,3093,Canada,Online Purchase,Mobile,0
TXN03974,5067,3166,Canada,ATM Withdrawal,Desktop,0
TXN03975,4018,3080,USA,Bank Transfer,Mobile,0
TXN03976,5004,4568,USA,ATM Withdrawal,Desktop,0
TXN03977,4244,2103,UK,ATM Withdrawal,ATM Machine,0
TXN03978,3774,911,UK,Bank Transfer,Laptop,0
TXN03979,4647,1572,USA,Bank Transfer,Desktop,0
TXN03980,2114,3449,Canada,ATM Withdrawal,Desktop,0
TXN03981,9457,2160,Canada,Bank Transfer,Laptop,0
TXN03982,6811,4326,USA,Wire Transfer,Laptop,0
TXN03983,8585,2545,Canada,Wire Transfer,Mobile,0
TXN03984,2617,1330,UK,Wire Transfer,Mobile,0
TXN03985,8395,3614,USA,Online Purchase,Mobile,0
TXN03986,3729,461,UK,Wire Transfer,Laptop,0
TXN03987,2591,807,Canada,Wire Transfer,Laptop,1
TXN03988,2575,3700,Canada,Wire Transfer,Laptop,0
TXN03989,2773,2274,China,Bank Transfer,Mobile,0
TXN03990,6338,59,Germany,Bank Transfer,Laptop,1
TXN03991,6001,2476,Germany,Bank Transfer,Laptop,0
TXN03992,3416,4824,UK,Bank Transfer,ATM Machine,0
TXN03993,8933,1156,USA,Bank Transfer,Desktop,0
TXN03994,4790,498,Germany,Wire Transfer,Desktop,0
TXN03995,4187,4326,Canada,Wire Transfer,Laptop,0
TXN03996,6486,4429,India,Bank Transfer,Mobile,0
TXN03997,2614,3977,USA,ATM Withdrawal,ATM Machine,0
TXN03998,8191,1608,UK,Bank Transfer,ATM Machine,0
TXN03999,2392,721,Canada,Wire Transfer,Desktop,0
TXN04000,541,1275,Canada,Wire Transfer,ATM Machine,0
TXN04001,6089,3868,India,Bank Transfer,ATM Machine,0
TXN04002,644,691,UK,Online Purchase,ATM Machine,1
TXN04003,9971,4024,USA,ATM Withdrawal,Laptop,0
TXN04004,12,4153,Canada,Bank Transfer,Desktop,0
TXN04005,8407,3438,China,Wire Transfer,Desktop,0
TXN04006,5961,2356,Canada,ATM Withdrawal,Mobile,0
TXN04007,5636,750,China,Online Purchase,Laptop,0
TXN04008,7749,3052,China,ATM Withdrawal,ATM Machine,0
TXN04009,6013,4774,USA,Bank Transfer,Laptop,0
TXN04010,2900,3565,USA,Wire Transfer,ATM Machine,0
TXN04011,6249,4656,India,Wire Transfer,ATM Machine,0
TXN04012,8036,1705,Canada,Wire Transfer,Mobile,1
TXN04013,3316,3446,USA,ATM Withdrawal,Mobile,1
TXN04014,907,4445,USA,Bank Transfer,Mobile,0
TXN04015,9287,2378,India,Bank Transfer,ATM Machine,0
TXN04016,9481,3232,India,ATM Withdrawal,ATM Machine,0
TXN04017,680,2216,Canada,ATM Withdrawal,Laptop,0
TXN04018,7301,886,UK,Online Purchase,Desktop,1
TXN04019,1515,865,Germany,Wire Transfer,ATM Machine,0
TXN04020,6470,3495,Canada,ATM Withdrawal,Laptop,0
TXN04021,5177,3055,Germany,Wire Transfer,Laptop,0
TXN04022,5265,786,UK,Online Purchase,ATM Machine,0
TXN04023,259,457,China,Bank Transfer,ATM Machine,0
TXN04024,6467,345,Canada,Wire Transfer,Mobile,0
TXN04025,1902,554,USA,ATM Withdrawal,Mobile,0
TXN04026,3449,788,India,ATM Withdrawal,Mobile,0
TXN04027,2864,1820,Canada,Online Purchase,Laptop,1
TXN04028,9705,705,India,Wire Transfer,Mobile,0
TXN04029,3802,4908,China,Bank Transfer,ATM Machine,0
TXN04030,5340,953,India,Bank Transfer,Mobile,0
TXN04031,7881,815,China,ATM Withdrawal,ATM Machine,0
TXN04032,8245,1549,UK,Online Purchase,ATM Machine,0
TXN04033,3622,144,China,ATM Withdrawal,Desktop,0
TXN04034,2628,2778,Germany,ATM Withdrawal,Desktop,0
TXN04035,4688,3767,Canada,ATM Withdrawal,Mobile,0
TXN04036,3173,4959,China,ATM Withdrawal,ATM Machine,0
TXN04037,9490,3826,Canada,Online Purchase,Desktop,0
TXN04038,2952,1217,UK,ATM Withdrawal,Laptop,0
TXN04039,8421,1808,China,Wire Transfer,Desktop,0
TXN04040,1935,4471,UK,ATM Withdrawal,Mobile,0
TXN04041,2982,4773,Germany,ATM Withdrawal,Laptop,0
TXN04042,1000,2740,USA,Bank Transfer,Laptop,0
TXN04043,1822,1290,UK,Bank Transfer,ATM Machine,0
TXN04044,9005,556,USA,Online Purchase,ATM Machine,0
TXN04045,499,863,UK,Online Purchase,ATM Machine,0
TXN04046,5886,2486,China,Wire Transfer,ATM Machine,0
TXN04047,9695,4977,USA,ATM Withdrawal,Desktop,0
TXN04048,3655,2356,UK,Bank Transfer,Mobile,0
TXN04049,7091,966,Canada,Wire Transfer,Mobile,0
TXN04050,2901,2396,UK,Wire Transfer,ATM Machine,0
TXN04051,9907,476,USA,Online Purchase,Desktop,0
TXN04052,3526,1339,Canada,Bank Transfer,Desktop,1
TXN04053,3350,525,UK,ATM Withdrawal,Desktop,0
TXN04054,6420,2572,USA,Online Purchase,Mobile,0
TXN04055,63,562,Germany,Wire Transfer,ATM Machine,0
TXN04056,2585,3703,India,Wire Transfer,Desktop,0
TXN04057,625,4665,Germany,Bank Transfer,Desktop,0
TXN04058,5954,1206,USA,Bank Transfer,ATM Machine,0
TXN04059,7414,4034,China,ATM Withdrawal,Desktop,0
TXN04060,964,3848,China,Bank Transfer,Mobile,0
TXN04061,1639,4202,India,Bank Transfer,Laptop,0
TXN04062,6869,2239,USA,Online Purchase,Mobile,0
TXN04063,8851,1161,Canada,Online Purchase,ATM Machine,0
TXN04064,3288,4796,UK,ATM Withdrawal,ATM Machine,0
TXN04065,5465,3826,Germany,Online Purchase,Mobile,0
TXN04066,3811,72,Canada,ATM Withdrawal,Laptop,0
TXN04067,2571,755,Germany,Online Purchase,ATM Machine,0
TXN04068,6549,3853,India,Wire Transfer,ATM Machine,0
TXN04069,380,905,India,Online Purchase,Mobile,0
TXN04070,867,52,India,ATM Withdrawal,Laptop,0
TXN04071,4896,2622,Canada,Online Purchase,Laptop,0
TXN04072,7495,3191,Canada,Bank Transfer,Laptop,0
TXN04073,393,3949,India,Wire Transfer,ATM Machine,0
TXN04074,4344,1288,Canada,Online Purchase,Laptop,0
TXN04075,4300,4781,India,Wire Transfer,Mobile,0
TXN04076,2735,1773,Canada,Wire Transfer,ATM Machine,0
TXN04077,6214,3903,India,Wire Transfer,Laptop,0
TXN04078,6121,3921,UK,Wire Transfer,Desktop,0
TXN04079,4261,950,UK,Bank Transfer,Laptop,0
TXN04080,932,3139,Germany,Bank Transfer,Laptop,0
TXN04081,2925,2417,Germany,ATM Withdrawal,ATM Machine,0
TXN04082,7967,2280,India,ATM Withdrawal,Mobile,0
TXN04083,3056,1426,Germany,ATM Withdrawal,Desktop,0
TXN04084,9176,1585,Canada,ATM Withdrawal,ATM Machine,0
TXN04085,1240,1047,India,Wire Transfer,Laptop,0
TXN04086,7657,2166,UK,Wire Transfer,ATM Machine,0
TXN04087,4943,4024,China,Wire Transfer,ATM Machine,0
TXN04088,9565,1177,UK,Bank Transfer,Desktop,0
TXN04089,3950,2161,USA,Bank Transfer,Laptop,0
TXN04090,6493,1032,UK,Wire Transfer,ATM Machine,1
TXN04091,213,3289,USA,Wire Transfer,Mobile,0
TXN04092,170,4527,Germany,Wire Transfer,Desktop,0
TXN04093,8970,1316,UK,Wire Transfer,ATM Machine,0
TXN04094,3758,893,China,Bank Transfer,Desktop,0
TXN04095,6728,107,Canada,Online Purchase,ATM Machine,0
TXN04096,2591,3081,UK,ATM Withdrawal,ATM Machine,0
TXN04097,1103,745,Canada,ATM Withdrawal,ATM Machine,0
TXN04098,4510,622,UK,Online Purchase,Mobile,0
TXN04099,8809,4241,UK,Bank Transfer,Mobile,0
TXN04100,5720,821,Canada,Bank Transfer,Mobile,1
TXN04101,9742,412,Canada,Online Purchase,ATM Machine,0
TXN04102,2885,114,India,ATM Withdrawal,Mobile,0
TXN04103,3201,2447,UK,ATM Withdrawal,Desktop,0
TXN04104,1847,3347,UK,Online Purchase,Mobile,0
TXN04105,699,4220,China,Online Purchase,Desktop,0
TXN04106,3769,86,Canada,Wire Transfer,Laptop,0
TXN04107,2113,4143,Canada,Online Purchase,Laptop,0
TXN04108,375,1573,USA,Online Purchase,Mobile,0
TXN04109,8102,2006,USA,ATM Withdrawal,Mobile,0
TXN04110,4182,4080,Canada,Wire Transfer,Desktop,0
TXN04111,6043,804,China,Wire Transfer,ATM Machine,0
TXN04112,2388,3335,Germany,ATM Withdrawal,Desktop,0
TXN04113,1215,3350,UK,ATM Withdrawal,Laptop,0
TXN04114,4998,1070,Germany,Bank Transfer,ATM Machine,0
TXN04115,5679,2670,China,Wire Transfer,Desktop,0
TXN04116,2745,4142,Germany,Online Purchase,Mobile,0
TXN04117,9877,2772,USA,Wire Transfer,Laptop,0
TXN04118,8500,4636,India,Bank Transfer,Laptop,0
TXN04119,966,4183,Germany,Online Purchase,Mobile,0
TXN04120,9316,1409,India,Bank Transfer,Desktop,0
TXN04121,6633,3741,Germany,ATM Withdrawal,Mobile,0
TXN04122,1484,265,China,Bank Transfer,Desktop,0
TXN04123,4470,3849,India,ATM Withdrawal,Laptop,0
TXN04124,7012,3094,Germany,Bank Transfer,Mobile,0
TXN04125,6406,4799,China,ATM Withdrawal,Laptop,0
TXN04126,2838,1474,Canada,Wire Transfer,Laptop,0
TXN04127,2860,4282,USA,ATM Withdrawal,ATM Machine,0
TXN04128,2974,326,UK,Wire Transfer,Mobile,0
TXN04129,4604,1207,China,ATM Withdrawal,Laptop,0
TXN04130,9151,4493,China,Bank Transfer,Desktop,0
TXN04131,6654,1505,USA,Bank Transfer,Mobile,0
TXN04132,2860,3535,India,Bank Transfer,Desktop,0
TXN04133,175,1441,Germany,ATM Withdrawal,Desktop,0
TXN04134,929,956,India,ATM Withdrawal,Desktop,0
TXN04135,8315,555,China,Bank Transfer,Mobile,0
TXN04136,3514,3255,Canada,Wire Transfer,Desktop,0
TXN04137,1001,4140,Germany,ATM Withdrawal,Mobile,0
TXN04138,6057,4997,UK,Wire Transfer,ATM Machine,0
TXN04139,3849,4578,UK,ATM Withdrawal,Desktop,0
TXN04140,1268,2037,Germany,Bank Transfer,Mobile,0
TXN04141,7619,1287,China,Wire Transfer,Desktop,0
